Title - skipped when loaded
55.306 270.977 -3.078 259.593 412.090 37.809
55.405 279.589 7.152 266.555 417.944 29.647
55.505 273.018 22.834 249.488 385.340 19.644
55.604 255.446 5.148 259.469 398.591 2.439
55.703 265.052 5.045 255.284 414.965 22.377
55.802 291.773 -2.284 243.701 398.372 29.668
55.901 278.441 7.241 277.392 417.173 30.301
56.000 277.956 7.565 266.352 403.801 37.927
56.099 275.028 6.915 249.069 410.690 21.378
56.198 279.622 22.260 251.842 399.433 44.542
56.297 274.477 4.376 252.957 413.626 22.520
56.396 260.844 -4.063 239.562 420.656 42.269
56.495 269.434 16.681 252.486 391.977 29.346
56.595 271.938 5.536 233.928 404.515 31.125
56.694 267.183 13.406 243.386 392.607 35.501
56.793 288.868 -8.675 245.900 408.455 28.944
56.892 279.060 -4.738 225.248 405.317 28.843
56.991 261.676 5.895 240.097 397.017 36.650
57.090 262.483 31.719 241.783 383.427 16.332
57.189 276.686 19.954 236.322 418.140 37.506
57.288 275.871 9.441 233.991 411.203 20.319
57.387 269.485 12.373 233.921 415.854 22.841
57.486 266.049 18.448 236.432 403.716 11.887
57.586 277.328 3.835 229.579 423.018 42.584
57.685 265.578 4.500 211.225 409.795 35.044
57.784 285.614 15.488 218.892 416.416 45.538
57.883 268.755 -11.756 220.875 420.878 46.549
57.982 265.372 8.287 202.612 420.354 41.753
58.081 274.567 13.151 223.517 404.656 41.474
58.180 281.710 38.098 201.429 415.962 20.858
58.279 280.331 36.067 209.079 414.343 33.967
58.378 285.636 15.175 205.617 419.723 34.418
58.477 291.653 32.446 219.978 425.250 44.680
58.577 279.066 28.877 200.227 400.545 25.638
58.676 275.924 18.171 193.510 417.193 35.589
58.775 283.636 41.198 220.901 404.209 34.097
58.874 272.713 15.227 206.712 422.859 47.648
58.973 286.022 30.920 212.399 423.631 19.506
59.072 287.042 -2.847 196.121 417.892 29.870
59.171 277.238 58.932 186.988 396.087 21.968
59.270 298.762 6.775 191.867 421.079 23.086
59.369 270.736 6.643 188.530 408.593 44.998
59.468 274.515 21.072 183.719 398.412 14.854
59.568 297.051 48.103 186.918 413.453 20.769
59.667 285.096 17.374 194.919 398.906 40.814
59.766 276.041 30.917 173.868 421.109 32.128
59.865 282.884 22.986 189.711 418.689 23.893
59.964 296.193 38.007 183.645 400.159 27.869
60.063 276.220 25.340 184.041 411.546 33.441
60.162 317.062 11.265 183.828 407.765 15.699
60.261 281.251 30.251 178.353 448.982 34.585
60.360 286.802 27.375 178.381 433.832 40.244
60.459 286.291 32.863 174.737 409.904 31.600
60.559 301.883 35.964 171.759 428.393 38.790
60.658 299.923 24.087 178.369 409.306 49.606
60.757 292.049 17.739 178.830 421.197 46.475
60.856 293.075 30.378 162.535 428.987 34.971
60.955 282.872 22.683 184.039 420.699 38.919
61.054 299.197 30.660 148.600 421.889 57.304
61.153 294.004 31.063 159.070 426.272 33.520
61.252 294.316 44.822 151.717 437.712 10.656
61.351 271.659 34.189 163.448 401.696 44.814
61.450 310.556 31.623 164.489 416.746 54.334
61.550 303.813 24.370 139.194 411.518 38.594
61.649 309.792 35.825 152.516 416.804 19.727
61.748 279.902 23.211 151.970 417.597 43.535
61.847 295.774 53.868 165.802 400.433 31.030
61.946 296.216 23.133 139.993 400.783 48.526
62.045 286.770 46.707 147.222 411.398 39.908
62.144 287.765 31.690 149.021 417.369 39.342
62.243 295.242 55.045 141.920 427.750 34.544
62.342 293.202 54.783 150.943 424.279 36.013
62.441 307.345 28.351 133.507 413.444 25.212
62.541 313.400 40.691 151.099 412.372 39.412
62.640 306.799 43.494 128.549 413.897 43.310
62.739 294.835 24.978 107.396 429.741 49.007
62.838 308.586 41.500 129.579 414.615 37.918
62.937 300.159 48.987 122.603 428.136 42.481
63.036 297.684 41.551 118.844 427.255 49.652
63.135 298.790 54.062 126.761 438.142 40.580
63.234 306.336 54.488 108.162 423.968 44.413
63.333 310.738 57.234 112.469 408.723 51.822
63.432 302.252 63.386 115.281 409.033 45.906
63.532 310.048 51.437 121.741 415.564 46.708
63.631 300.046 25.313 124.409 433.244 38.307
63.730 311.389 71.694 117.139 428.779 51.464
63.829 289.486 71.388 127.426 419.163 26.379
63.928 308.597 63.051 125.853 414.882 52.173
64.027 308.541 55.140 93.943 415.504 46.160
64.126 307.709 52.850 99.156 401.370 36.744
64.225 304.953 60.721 114.978 423.323 54.531
64.324 324.058 63.580 104.690 408.122 47.865
64.423 317.769 47.513 106.716 429.133 36.065
64.523 314.606 49.092 103.991 431.242 44.685
64.622 308.091 54.572 114.126 421.837 48.237
64.721 323.060 55.970 121.002 425.581 29.341
64.820 307.744 80.847 111.501 419.229 29.682
64.919 310.851 47.582 97.486 424.842 26.913
65.018 307.973 60.444 79.575 413.120 26.738
65.117 316.058 63.136 90.967 434.953 38.632
65.216 313.609 75.864 80.840 421.599 31.923
65.315 334.785 60.470 71.450 425.602 31.109
65.414 304.994 59.885 97.211 416.576 12.524
65.514 313.158 80.765 91.171 431.800 42.164
65.613 316.723 68.645 88.654 432.652 24.196
65.712 301.288 64.846 77.750 410.521 44.539
65.811 331.426 67.612 62.972 426.603 29.105
65.910 332.993 64.487 82.938 422.510 55.556
66.009 324.053 68.604 81.511 429.380 42.688
66.108 319.287 66.271 82.656 433.420 35.229
66.207 327.813 75.674 91.205 427.841 51.761
66.306 316.189 73.399 87.832 415.143 32.870
66.405 326.581 77.568 78.550 413.370 39.345
66.505 319.747 70.446 82.746 418.792 41.567
66.604 345.329 75.868 61.838 423.784 50.750
66.703 319.513 70.347 84.739 436.026 45.702
66.802 307.938 85.114 82.897 435.682 45.123
66.901 321.150 62.864 67.098 413.225 31.869
67.000 333.653 73.437 48.280 414.465 54.897
67.099 344.163 66.522 60.578 433.704 35.937
67.198 331.276 60.201 59.174 418.467 31.411
67.297 333.043 58.428 63.797 413.374 44.016
67.396 334.135 80.750 53.939 436.543 37.440
67.495 323.161 82.566 47.314 421.481 39.380
67.595 322.321 77.606 61.710 418.835 47.877
67.694 328.735 80.155 61.011 424.108 43.550
67.793 320.026 87.865 47.288 427.406 63.874
67.892 345.659 95.253 64.648 419.575 35.926
67.991 342.309 91.125 64.780 441.557 35.422
68.090 336.663 100.195 78.088 413.215 61.145
68.189 337.299 85.007 76.072 425.284 40.658
68.288 308.523 74.018 64.582 413.888 60.440
68.387 330.272 81.009 52.303 434.953 50.010
68.486 339.686 101.957 55.527 435.439 46.687
68.586 334.705 87.989 67.340 425.725 43.031
68.685 327.380 91.801 55.667 412.590 59.606
68.784 331.572 86.840 36.641 429.469 43.795
68.883 333.439 83.421 61.541 420.142 46.377
68.982 333.144 88.344 33.366 425.774 54.877
69.081 335.225 86.914 46.894 439.561 52.408
69.180 344.824 94.546 53.145 426.807 53.811
69.279 337.286 105.998 49.060 416.126 40.779
69.378 344.075 85.757 46.603 422.872 46.829
69.477 336.851 85.153 43.430 420.377 60.860
69.577 331.647 97.648 27.880 416.383 45.190
69.676 327.551 98.884 32.043 423.339 43.456
69.775 332.356 81.561 40.336 415.663 63.730
69.874 342.037 98.354 49.997 437.323 36.260
69.973 328.203 102.591 33.510 426.210 61.433
70.072 358.489 105.666 30.813 436.933 28.620
70.171 320.236 113.921 38.463 426.182 44.121
70.270 338.949 108.599 24.560 419.703 35.713
70.369 335.065 90.340 29.999 431.964 60.801
70.468 358.183 117.430 29.591 439.643 60.587
70.568 340.000 88.748 40.083 423.469 37.314
70.667 352.801 104.838 16.163 423.065 58.922
70.766 340.729 99.397 35.652 416.919 61.518
70.865 350.379 105.232 28.199 429.787 51.516
70.964 349.925 122.268 48.611 430.682 66.299
71.063 345.053 115.557 26.830 437.445 57.641
71.162 350.854 86.606 35.416 436.341 31.089
71.261 350.997 110.121 17.510 435.567 67.880
71.360 342.145 113.059 22.814 441.008 68.872
71.459 352.151 92.441 20.795 426.867 55.797
71.559 344.221 112.447 27.530 419.498 66.597
71.658 354.742 114.855 27.709 428.168 50.794
71.757 351.875 137.538 21.988 423.076 58.535
71.856 334.762 98.505 32.203 443.952 58.477
71.955 360.725 115.391 7.217 424.291 49.454
72.054 337.599 110.127 38.054 450.704 29.518
72.153 343.717 115.998 23.441 443.060 49.549
72.252 338.671 126.826 22.907 439.045 48.479
72.351 352.863 109.021 33.676 424.068 32.629
72.450 353.929 135.048 27.357 431.638 64.568
72.550 344.253 116.366 15.785 449.014 42.075
72.649 369.149 98.378 25.797 437.150 48.302
72.748 341.686 112.791 23.107 453.608 43.900
72.847 342.535 112.836 25.717 441.159 61.238
72.946 366.328 128.433 27.463 441.040 76.477
73.045 350.857 131.809 10.353 417.462 43.009
73.144 350.142 120.724 16.557 438.343 61.154
73.243 368.426 116.157 36.284 441.992 38.039
73.342 349.714 137.229 22.731 428.696 58.217
73.441 348.211 122.208 19.382 462.286 45.094
73.541 363.535 137.523 16.465 442.212 45.972
73.640 363.283 128.141 33.630 437.624 45.221
73.739 357.189 142.381 21.336 439.156 48.558
73.838 368.347 126.260 24.711 441.209 56.409
73.937 375.909 128.070 12.469 448.558 61.182
74.036 363.659 131.124 5.842 432.290 48.385
74.135 364.604 127.004 -1.201 433.009 56.532
74.234 358.866 132.674 32.892 421.551 55.908
74.333 371.814 129.147 12.665 426.806 71.153
74.432 378.380 128.318 29.218 442.745 70.562
74.532 363.490 133.024 7.752 437.660 74.857
74.631 381.016 122.361 15.127 425.566 62.292
74.730 361.331 145.028 5.094 430.297 58.247
74.829 357.633 145.841 13.955 426.509 49.924
74.928 362.466 147.080 22.125 428.782 52.132
75.027 385.025 150.750 5.096 448.252 62.290
75.126 351.527 161.639 15.086 430.564 79.157
75.225 354.422 145.247 9.452 454.051 48.821
75.324 364.527 142.175 14.582 444.048 58.032
75.423 367.307 151.662 11.475 441.026 42.392
75.523 366.152 143.190 19.205 436.539 69.362
75.622 372.631 145.303 21.659 452.762 63.843
75.721 375.034 159.798 5.655 432.093 50.393
75.820 368.434 160.266 0.689 429.784 58.076
75.919 374.817 155.153 4.827 437.845 53.597
76.018 370.217 147.106 11.953 435.024 59.940
76.117 386.528 163.419 -2.416 442.651 51.528
76.216 367.979 163.546 12.224 440.622 66.750
76.315 397.074 160.461 -1.321 443.162 66.608
76.414 373.694 157.023 11.111 436.950 75.681
76.514 371.669 147.361 -7.643 457.840 59.640
76.613 363.789 155.730 17.212 452.210 77.596
76.712 377.302 156.643 14.747 436.647 54.609
76.811 385.098 148.890 7.339 437.125 61.438
76.910 369.208 158.537 -2.465 426.039 65.688
77.009 379.796 160.182 6.058 440.466 62.450
77.108 371.315 170.587 33.322 434.546 49.720
77.207 354.425 162.026 33.078 455.566 63.499
77.306 379.432 175.381 -0.473 432.837 61.669
77.405 385.051 164.467 26.951 448.913 66.681
77.505 381.373 169.586 20.545 445.749 61.694
77.604 367.787 169.007 9.477 435.657 83.157
77.703 376.479 141.461 16.503 431.338 65.781
77.802 373.847 174.300 -4.833 438.666 61.470
77.901 399.761 177.085 10.021 439.637 64.743
78.000 371.179 164.583 7.919 421.671 64.555
78.099 381.164 174.983 5.431 443.408 63.201
78.198 391.421 171.040 6.041 429.337 61.853
78.297 361.608 167.660 5.708 463.898 53.272
78.396 374.143 178.070 9.281 438.633 59.578
78.495 385.346 162.828 -3.933 449.051 72.914
78.595 375.522 185.556 1.233 442.739 57.517
78.694 397.748 176.212 14.244 424.568 74.177
78.793 371.674 165.647 13.579 443.076 53.554
78.892 390.729 195.098 7.532 444.880 58.714
78.991 378.063 187.600 26.063 430.819 75.407
79.090 382.830 170.849 5.956 441.213 91.666
79.189 379.426 184.624 28.133 442.121 67.990
79.288 387.318 185.709 12.797 439.582 62.864
79.387 388.470 173.680 8.264 433.896 70.158
79.486 393.584 175.942 10.921 442.266 64.562
79.586 400.896 200.899 10.613 453.066 63.634
79.685 397.457 183.171 -0.116 438.909 64.745
79.784 401.158 189.315 7.009 445.344 70.023
79.883 388.339 201.660 14.032 455.369 64.997
79.982 394.364 189.011 19.011 430.218 83.095
80.081 397.963 205.218 8.879 461.617 82.692
80.180 391.683 173.401 8.969 435.660 76.087
80.279 393.610 205.861 11.505 433.792 71.056
80.378 408.267 193.495 5.053 427.780 86.455
80.477 406.300 196.536 16.413 454.824 64.428
80.577 399.946 196.694 -7.639 429.541 71.601
80.676 386.159 187.612 2.866 434.794 78.589
80.775 401.199 196.980 -3.922 449.918 77.199
80.874 383.670 200.167 -2.208 422.678 70.172
80.973 387.844 215.485 -8.216 439.667 66.019
81.072 385.076 203.908 2.290 458.516 86.186
81.171 389.998 215.525 19.781 447.921 67.423
81.270 405.346 186.474 13.709 445.113 101.165
81.369 403.869 201.651 19.150 453.494 78.113
81.468 395.843 184.355 10.434 446.021 79.605
81.568 394.975 218.772 -4.067 448.465 84.495
81.667 389.469 204.037 19.519 453.864 78.265
81.766 403.060 191.162 2.433 447.490 74.943
81.865 393.797 214.596 10.333 439.263 73.633
81.964 401.095 202.367 14.925 434.327 66.828
82.063 408.461 207.028 -5.631 444.612 69.221
82.162 392.474 213.901 11.438 444.044 73.847
82.261 410.401 202.858 6.799 438.673 78.034
82.360 400.130 208.972 6.313 439.190 76.719
82.459 402.924 223.866 -10.422 424.134 77.646
82.559 419.285 224.465 -0.452 449.851 68.248
82.658 411.448 212.524 2.339 455.188 93.979
82.757 394.079 229.323 -9.186 457.206 63.596
82.856 399.083 201.606 -2.953 441.323 81.294
82.955 404.798 235.865 -0.794 437.893 72.260
83.054 406.557 217.552 -2.529 473.274 70.403
83.153 412.583 206.220 -9.572 452.205 86.705
83.252 407.791 249.662 -21.251 452.486 89.826
83.351 403.008 221.053 -9.042 440.881 79.108
83.450 410.558 224.954 -5.267 437.994 84.462
83.550 418.792 213.688 4.000 461.899 100.766
83.649 416.339 213.855 -6.213 455.652 80.531
83.748 425.282 220.012 7.142 436.579 83.125
83.847 415.516 230.855 -0.728 449.348 82.230
83.946 392.598 234.124 -5.602 432.692 88.761
84.045 400.010 224.349 -8.408 444.930 76.956
84.144 429.513 239.660 2.540 423.556 91.031
84.243 398.333 239.187 3.986 439.218 90.182
84.342 395.431 238.223 2.320 460.005 98.364
84.441 415.724 248.527 4.937 446.219 89.273
84.541 407.256 249.126 -4.494 442.056 85.448
84.640 417.803 235.137 7.981 436.203 113.563
84.739 417.703 224.814 14.221 458.283 98.039
84.838 410.511 230.093 17.166 462.997 63.800
84.937 414.468 231.780 4.292 439.584 96.647
85.036 416.454 240.017 7.070 442.967 81.124
85.135 415.661 244.946 -6.690 437.097 77.941
85.234 420.927 254.867 9.403 431.698 75.299
85.333 425.749 250.757 22.947 446.951 85.003
85.432 410.796 254.714 5.045 440.878 70.668
85.532 405.703 250.221 6.368 448.745 93.834
85.631 418.121 259.800 1.136 448.698 95.825
85.730 413.665 240.280 -6.148 460.011 95.164
85.829 400.934 243.630 -0.612 442.754 99.700
85.928 409.916 269.470 3.748 439.187 102.494
86.027 422.428 251.166 6.201 457.768 80.181
86.126 415.621 251.032 5.173 452.590 83.922
86.225 408.816 266.227 -4.101 438.507 101.466
86.324 428.201 272.670 -6.580 449.997 105.755
86.423 418.447 264.680 11.172 454.470 107.565
86.523 406.051 250.530 -4.899 458.989 88.322
86.622 415.728 264.183 11.799 446.742 100.148
86.721 420.071 254.572 17.617 450.142 101.056
86.820 416.672 269.378 -20.292 462.892 102.004
86.919 402.033 256.839 16.692 466.632 112.649
87.018 429.866 275.673 1.508 441.881 109.266
87.117 438.792 275.217 15.312 448.564 104.345
87.216 418.839 278.068 -14.531 447.122 86.451
87.315 434.618 248.389 -0.868 458.696 103.787
87.414 443.531 261.015 11.933 453.619 83.233
87.514 437.203 293.485 1.827 456.871 87.797
87.613 425.179 269.193 6.147 439.618 103.629
87.712 426.578 286.851 4.211 448.217 79.643
87.811 419.187 262.669 -0.403 442.346 94.640
87.910 427.725 276.306 -9.740 451.790 94.837
88.009 437.842 270.268 17.252 433.521 107.298
88.108 422.319 257.263 13.004 465.858 95.525
88.207 433.275 266.130 8.016 464.570 103.664
88.306 423.441 269.880 -10.164 473.834 102.532
88.405 445.786 263.360 -3.559 438.564 86.626
88.505 438.540 281.586 23.848 455.056 102.525
88.604 431.856 287.725 -7.820 447.846 106.093
88.703 420.986 291.096 3.552 440.299 117.226
88.802 425.283 303.355 -3.287 456.062 98.942
88.901 433.210 276.266 -6.346 440.469 107.243
89.000 447.678 288.045 5.421 434.527 98.572
89.099 455.786 296.801 -4.401 441.163 100.645
89.198 443.376 295.352 -6.546 462.172 108.521
89.297 441.329 310.798 14.927 468.498 103.520
89.396 440.233 292.671 6.990 451.576 120.433
89.495 433.737 289.119 5.041 438.119 124.152
89.595 430.892 307.162 -6.089 434.889 100.552
89.694 460.900 302.309 -10.499 452.231 108.971
89.793 461.541 282.551 3.329 451.000 97.617
89.892 443.534 280.309 -13.487 455.417 112.318
89.991 439.783 275.341 -5.711 479.865 113.189
90.090 423.147 303.570 -8.475 443.060 112.460
90.189 451.205 296.414 -0.399 448.507 103.855
90.288 444.654 300.378 -1.758 448.485 93.648
90.387 431.283 302.538 -9.164 470.570 121.663
90.486 441.401 300.135 0.303 440.946 108.967
90.586 441.293 311.401 -8.623 437.785 115.364
90.685 438.236 298.102 11.702 459.392 116.276
90.784 439.963 316.555 15.071 454.942 112.746
90.883 454.608 322.098 -13.799 453.400 106.746
90.982 447.385 320.546 -15.714 465.024 105.982
91.081 453.584 325.028 -0.269 463.984 116.416
91.180 446.668 308.243 4.952 448.964 114.839
91.279 447.293 303.939 3.022 457.854 130.900
91.378 464.218 318.897 -2.194 456.281 121.861
91.477 446.953 307.080 -0.607 469.057 108.688
91.577 468.283 315.677 10.909 455.269 107.432
91.676 448.953 325.491 -14.503 464.072 116.994
91.775 450.610 316.363 5.624 448.293 112.483
91.874 436.370 318.763 -9.206 468.147 102.628
91.973 453.852 312.574 16.544 442.362 127.127
92.072 446.759 309.745 -2.199 456.436 124.153
92.171 466.170 313.824 -4.524 438.499 122.958
92.270 444.794 322.608 -19.484 457.344 128.983
92.369 453.582 311.419 0.179 456.117 109.086
92.468 435.927 325.142 2.018 459.480 117.474
92.568 457.404 317.472 -4.875 446.973 124.022
92.667 452.247 329.662 -10.771 455.698 134.874
92.766 469.934 331.044 -16.343 457.602 132.942
92.865 453.892 350.989 11.512 455.009 117.002
92.964 457.331 339.893 14.913 455.016 112.325
93.063 477.493 353.510 11.957 454.499 128.099
93.162 451.822 359.069 -3.782 471.019 125.875
93.261 453.115 316.958 -18.789 460.440 124.474
93.360 448.108 334.049 -10.261 451.315 121.101
93.459 460.402 326.677 4.114 459.070 100.686
93.559 454.887 332.949 -11.901 461.250 120.872
93.658 453.118 345.517 -7.888 451.655 122.416
93.757 456.024 352.412 1.377 453.346 132.840
93.856 451.133 349.362 7.535 457.444 130.464
93.955 442.645 335.929 -16.341 440.352 126.752
94.054 466.674 336.104 1.453 461.306 135.570
94.153 486.279 342.101 12.350 447.350 127.644
94.252 458.382 345.425 -18.118 459.579 128.687
94.351 465.363 344.649 2.724 458.277 134.539
94.450 457.399 359.086 6.972 441.552 140.764
94.550 445.931 363.453 12.471 461.358 140.631
94.649 460.429 354.363 -6.204 469.831 119.945
94.748 450.886 359.425 0.775 442.534 145.895
94.847 457.494 347.185 11.793 462.466 134.381
94.946 469.077 372.046 -5.789 447.268 130.709
95.045 450.081 367.048 4.595 454.363 146.822
95.144 476.765 387.407 12.642 449.676 144.553
95.243 459.350 355.867 7.004 459.540 147.680
95.342 463.787 360.074 -2.040 478.726 130.497
95.441 462.163 362.600 -10.266 451.697 123.959
95.541 468.760 374.103 17.200 444.011 144.224
95.640 452.952 374.045 17.335 446.534 164.717
95.739 461.519 366.718 0.392 468.958 169.580
95.838 463.932 368.816 -1.009 440.587 137.434
95.937 482.125 370.194 10.978 462.890 136.901
96.036 481.007 377.495 -5.214 451.096 143.452
96.135 460.516 355.240 10.019 458.865 138.136
96.234 485.501 370.034 -6.168 465.623 141.405
96.333 460.657 362.085 -12.840 472.150 142.136
96.432 453.920 383.877 -0.605 477.102 156.073
96.532 474.711 377.411 3.699 457.775 140.857
96.631 467.514 390.301 -3.118 471.933 150.305
96.730 481.455 390.496 -10.771 462.355 126.640
96.829 478.568 389.218 -8.990 448.341 145.629
96.928 489.016 397.402 4.915 471.638 162.830
97.027 487.535 380.463 1.828 459.874 149.794
97.126 478.745 394.088 -9.890 462.665 154.103
97.225 480.947 386.877 0.806 448.809 163.207
97.324 456.542 382.725 3.078 470.764 161.809
97.423 461.288 371.202 0.194 454.496 147.273
97.523 483.243 394.667 -9.865 457.223 147.102
97.622 459.784 394.860 -22.797 472.069 156.760
97.721 473.552 387.841 10.101 463.465 162.013
97.820 478.946 396.703 -4.881 466.690 157.206
97.919 473.129 394.159 -0.986 464.537 150.662
98.018 483.182 407.077 4.104 463.617 155.710
98.117 472.499 393.825 -8.224 467.624 148.684
98.216 494.394 405.355 9.474 476.837 148.571
98.315 472.151 407.120 -10.106 462.553 129.271
98.414 473.040 393.419 9.777 461.943 172.174
98.514 479.745 411.060 -5.265 477.298 177.603
98.613 473.503 412.689 -7.798 455.537 144.695
98.712 488.719 418.472 -10.225 453.728 160.548
98.811 498.732 427.491 -1.987 466.559 180.312
98.910 475.850 413.794 8.651 454.596 151.903
99.009 475.061 410.881 0.744 470.449 184.358
99.108 476.890 418.917 4.503 485.034 157.543
99.207 485.090 423.263 1.466 473.144 154.826
99.306 494.971 424.579 -11.088 464.365 156.316
99.405 483.298 422.544 -12.125 461.741 171.539
99.505 475.920 416.500 1.192 470.024 155.637
99.604 479.022 430.983 -3.342 465.085 161.219
99.703 486.021 414.090 2.335 471.803 156.410
99.802 472.561 431.052 2.042 475.431 145.157
99.901 476.093 430.427 -5.455 480.052 178.072
100.000 486.433 432.072 10.118 458.778 159.046
